山清水业,宝安区唐家村唐家大道9号一楼（中国邮政旁）,0755-27196775/13725562318,https://p0.meituan.net/440.0/dpdeal/22b79507b025b230272ba17bf095f59431357.jpg
益嘉电脑科技,宝安区公明镇南庄后山六巷7号（合众豪庭停车出口）,13713581226,https://p0.meituan.net/440.0/mogu/56a7392ab726a2d8d5d7987e0380696e568592.png
盘古映画古装摄影（松岗总店）,宝安区吉祥路31号2-4层（松岗群星翡翠街市东）,0755-29909890,https://p1.meituan.net/440.0/mogu/a8bfafab11feab0100bdeec1add2e98572513.jpg
畅通达疏通清洁公司（光明店）,宝安区将石路187号,13352919806,https://p0.meituan.net/440.0/merchantpic/67eedee1bb028a72f3ffff9ebc5a98aa6794121.jpg
小哥帮（石岩街道店）,宝安区石岩街道石岩北环路与西山路交叉口,400-818-5088,https://p1.meituan.net/440.0/joymerchant/8b9616242b8b2ca706b2889a66047ab7--805332858.jpg
小哥帮（桃源居店）,宝安区前进二路桃源居9区,400-818-5088,https://p0.meituan.net/440.0/joymerchant/6f04787613fddc2776b437255924d3cb-146150649.jpg
小哥帮（福永店）,宝安区福永广深公路时代景苑,400-818-5088,https://p1.meituan.net/440.0/joymerchant/5b3df510c03d5f20779c5f7d9d37513f-788526426.jpg
花月缘鲜花店,宝安区新安街道翻身社区44区五十二队,17688744220,https://p0.meituan.net/440.0/dpdeal/d21580a6b33452c667a0e4e06ca9bd1f96557.jpg
刘记开锁,宝安区新沙路151号,18819003125,https://p0.meituan.net/440.0/dpdeal/90eee42c78a34657aa97064a413aef8453930.jpg
怡宝（渔业店）,宝安区西乡渔业旧村1巷10号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
怡宝（应人石店）,宝安区石岩镇应人石新村九巷十一栋,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（沙井店）,宝安区沙井街道沙头民福路沙头西园小区25栋1楼（近沙井人民医院）,0755-26922222,https://p1.meituan.net/440.0/deal/8418dc27f7084a0c5370a9cb04186d2391423.jpg
怡宝（麻布店）,宝安区西乡麻布轻铁西9巷10号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
爱美丽鲜花（海安广场店）,宝安区裕安一路46区海安广场,13510511083/15939433673,https://p0.meituan.net/440.0/deal/046a84f0cea45d89856db621c433160b134326.jpg
友田达怡宝桶装水专卖（西乡店）,宝安区西乡双龙花园华龙路48号（近西乡立交）,0755-26922222,https://p1.meituan.net/440.0/deal/__11427578__3771284.jpg
美丽花卉屋,宝安区宏发美域旁,13825750786,https://p1.meituan.net/440.0/dpmerchantalbum/039fbe1d952593d5fdb641e7023f991e539286.jpg
怡宝（桃花源店）,宝安区桃花源科技创新园总园5号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（松白店）,宝安区石岩阳光社区松白路1037-9号（百旺）,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（博岗店）,宝安区沙井博岗觉园新村5巷,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
怡宝（景湖店）,宝安区松岗镇江滨北路景湖家园8栋101,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（下十围店）,宝安区福永下十围商业街49号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
小哥帮（福中福店）,宝安区新安六路福中福花园二期1栋107,400-818-5088,https://p1.meituan.net/440.0/joymerchant/e65e976d412c55cdba0bb085365a4746-1956886242.jpg
怡宝（围仔店）,宝安区观兰库坑围仔新村62栋,0755-26922222,https://p1.meituan.net/440.0/dpdeal/53aa0759f9df968c76e4cca3e05cc6f9160330.jpg
怡宝（石岩店）,宝安区石岩镇河滨南路60号商铺,0755-26922222,https://p1.meituan.net/440.0/dpdeal/53aa0759f9df968c76e4cca3e05cc6f9160330.jpg
怡宝（甲子塘店）,宝安区公明甲子塘大道35号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
花西拾（诗雅花艺店）,宝安区福永街道和秀西路46号联诚购物广场旁,13530047741,https://p1.meituan.net/440.0/dpdeal/58f0cb9ac190c2e5f3de72ac38ffdc6b293151.jpg
花西拾留香花店（沙井店）,宝安区中心路5号（万丰市场）,13662586842,https://p0.meituan.net/440.0/dpdeal/2171b76ac01aeb12cdc36b4804325ebc237688.jpg
花西拾鲜花（雯艺花坊）,宝安区公园路与燕川东四巷交口东南角（燕川文化广场南行10米）,13823638055,https://p1.meituan.net/440.0/dpmerchantalbum/039fbe1d952593d5fdb641e7023f991e539286.jpg
hxs（-百花仙子店）,宝安区公明迎福街16号天虹商场后门,13798512197,https://p1.meituan.net/440.0/dpdeal/58f0cb9ac190c2e5f3de72ac38ffdc6b293151.jpg
小哥帮（翻身店）,宝安区西乡49区玻璃厂旁边,400-818-5088,https://p1.meituan.net/440.0/joymerchant/81cc7fbb96e196e46268c514d96cc7cc-735125118.jpg
宏星电脑快修中心（西乡店）,宝安区固戍一路固戌花园889-43号（固戌花园南门旁）,13428785460/18038038126,https://p0.meituan.net/440.0/joymerchant/1064882908690109042-24352537-1545018598768.jpg
联想3c服务中心（汇业金融大厦店）,宝安区广东深圳市宝安区松岗镇立业路42-7号,0755-83281500,https://p0.meituan.net/440.0/joymerchant/-6747897189218600577-47576625-1543901379479.jpg
小哥帮（公明街道店）,宝安区公明街道别墅路雍景城,400-818-5088,https://p0.meituan.net/440.0/joymerchant/ee487e780487c90991bf45eaec68ec59--824524330.jpg
幸福花缘,宝安区新安街道建安一路107号,18194089904,https://p0.meituan.net/440.0/dpdeal/1476653830d2b148fdc3b0bc232ebf1e243449.jpg
钟意鲜花（诗玛莉花艺）,宝安区沙井路大王山新村西六巷八号（大宏科技园）,13823389477,https://p1.meituan.net/440.0/merchantpic/ee6273d2e488240d16da804b9128fa4b230496.jpg
益力桶装水（福永福围店）,宝安区福永街道福围社区广生十巷五号一楼,400-700-9511,https://p1.meituan.net/440.0/dpdeal/4781ae14f31939f7889761ed811a9d6c36755.jpg
益力桶装水（西乡地铁站店）,宝安区西乡镇新湖路海湾明珠129号,400-700-9511,https://p1.meituan.net/440.0/dpdeal/ba007fc214b15845343bdbc4966bd1c658606.png
松岗祥静花店,宝安区松岗街道爱国三街11号,13997871747,https://p0.meituan.net/440.0/dpdeal/2171b76ac01aeb12cdc36b4804325ebc237688.jpg
轻喜到家（港隆城店）,宝安区西乡庄边路泰华豪园4栋702,400-166-9366,https://p0.meituan.net/440.0/joymerchant/-7336010774116109162-27300222-1542698329369.jpg
快洗到家家电清洗（福永沙井店）,宝安区凤塘大道塘尾15区三巷1号101,15819406810,https://p0.meituan.net/440.0/merchantpic/3db01cdc001a74d7228741656857567b127844.jpg
益力桶装水（光明城店）,宝安区光明街道河心南路侨新花园25号一楼,400-700-9511,https://p0.meituan.net/440.0/dpdeal/0470b1f5be1779427a45bbc8b2950e70339967.jpg
爱慕鲜花（梦幻花艺）,宝安区西乡街道海城路麻布村大门口,13632580967,https://p1.meituan.net/440.0/deal/6e57605dbb1a03da009b194329a8279f212797.jpg
怡宝（鹤州店）,宝安区西乡鹤洲村西4巷3号1楼,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（兴航店）,宝安区黄田后瑞村委瑞发路3号铺(近宝雅电子),0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（松岗店）,宝安区松岗居乐苑在乐楼123号铺(近松岗汽车站),0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（和平店）,宝安区福永街道和平社区玻璃围13巷8号101（近怡佳广场）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
益力桶装水（沙井博岗店）,宝安区沙井街道壆岗村岗南路18号一楼,400-700-9511,https://p1.meituan.net/440.0/dpdeal/4781ae14f31939f7889761ed811a9d6c36755.jpg
益力桶装水（沙井南环店）,宝安区沙井镇万丰村万丰中路231号1楼,400-700-9511,https://p1.meituan.net/440.0/dpdeal/223f841392b94fb0ee0ac6d1153fed7f102105.png
友田达怡宝桶装水专卖（上合店）,宝安区31区水口花园西二巷4号（近冠利达）,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（万丰店）,宝安区沙井镇万丰村创新路丽莎花都E栋201号铺,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
鹏程开锁家电维修（宝安店）,宝安区新圳西路62号华厦楼一楼,0755-88608234/13715297058,https://p1.meituan.net/440.0/mogu/e7d3e1176d91b49cf2d755a4eb85ba2637534.jpg
益力桶装水（松岗罗田店）,宝安区松岗街道罗田社区井山路29号一楼,400-700-9511,https://p1.meituan.net/440.0/dpdeal/4781ae14f31939f7889761ed811a9d6c36755.jpg
友田达怡宝桶装水专卖（凤凰店）,宝安区桃源居7区13栋10室,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
友田达怡宝桶装水专卖（燕川店）,宝安区松岗街道燕川西4巷3号1楼,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
轻喜到家（宝安店）,宝安区宝安大道金泓凯旋城4栋,0755-95013355/400-166-9366,https://p0.meituan.net/440.0/joymerchant/-7336010774116109162-27300222-1542698329369.jpg
友田达怡宝桶装水专卖（锦绣店）,宝安区宝安44区B2栋101铺,0755-26922222,https://p0.meituan.net/440.0/poi/2097955bf49d360f587cecd39574b84436864.jpg
花西拾鲜花·欣艺鲜花,宝安区沙井街道中心路华润万家（星河大厦）,15012798390/15012612087,https://p1.meituan.net/440.0/shopmainpic/37d88566a411283058b91b6f9d774446126973.jpg
家电小哥（宝安店）,宝安区西乡街道臣田村前进二路信达商务楼E栋,400-166-5555,https://p0.meituan.net/440.0/joymerchant/-7793991185893605925-21016001-1542762882109.jpg
益力桶装水（福永桥头店）,宝安区桥头社区桥南十一巷2号佳源大厦向东100米,400-700-9511,https://p1.meituan.net/440.0/dpdeal/45e66fe4818bb41e0d6d8d6c6ae03110105529.png
友田达怡宝桶装水专卖（福永店）,宝安区福永街道白石厦社区横巷2区7号101铺(近福永汽车站),0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
宏鑫花店,宝安区新安街道怡园路1009号洪浪19区28栋101-2,13510265297,https://p1.meituan.net/440.0/deal/5772889251527d1825df359aab15a92477975.jpg
怡宝（西格店）,宝安区松岗红星西格路1号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
友田达怡宝桶装水专卖（宝安店）,宝安区宝安23区创业二路一巷9-10铺,0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
其他生活,龙岗区,全部,
四通搬家（龙岗中心城店）,龙岗区龙福路274号,0755-28910798,https://vfile.meituan.net/440.0/joymerchant/-8690414426199171220-32081842-1513676388404.jpg
MINi宠物生活馆,龙岗区龙城大道田段新村南11巷2号（尚景欣园公交站正背后，穿过停车场，上阶梯后直走30米左侧）,15999504130/13418650921,https://p1.meituan.net/440.0/joymerchant/-6586650432472546153-50436489-1544973457481.jpg
千鹤科技电脑维修（坂田五和店）,龙岗区坂田街道里浦福街大埔发东村七2号（江南百货对面，近五和地铁D出口）,15013649520,https://p1.meituan.net/440.0/merchantpic/2cf3567bd92fc0b8e3dd9a51e7bb3241280220.jpg
轻喜到家（龙岗店）,龙岗区龙翔大道公园大地43栋603室,0755-95013355/400-166-9366,https://p0.meituan.net/440.0/joymerchant/-7336010774116109162-27300222-1542698329369.jpg
宠儿派对,龙岗区虎山路中海月朗苑2栋商铺7-41,18719441260,https://p1.meituan.net/440.0/joymerchant/df697ec59510174545197a2091f62361--1729089127.jpg
家门口开锁（坂田店）,龙岗区发达路扬马小区15号楼1503室,18923433334,https://p1.meituan.net/440.0/joymerchant/-7810859551729280187-50698725-1545314968228.jpg
鸿鑫管道疏通居家维修,龙岗区长龙路17号（布吉火车站北侧）,13684986164,https://p0.meituan.net/440.0/merchantpic/a5fc389e14df5c1e61b22dfc0abbd04a60482.jpg
精锐蚂蚁搬屋,龙岗区坂田街道东坡街中坡工业园B栋204,15219484890,https://p0.meituan.net/440.0/joymerchant/7001345fdb08031e0373a20cb414e95c--1872877826.jpg
花西拾鲜花（霖曦花坊）,龙岗区横岗街道新塘路1号塘坑综合楼,13531486572,https://p1.meituan.net/440.0/dpdeal/7e5b1214bf70fdbd85522985d0406d8a188804.jpg
粤通搬家（布吉店）,龙岗区布吉街道木棉湾育苗路7号A座526室,17666113660,https://p1.meituan.net/440.0/joymerchant/2732198730201659422-49906028-1544424663752.jpg
UCC国际洗衣,龙岗区深汕路中骏四季阳光一期8栋106铺,14743433045/15019447204,https://p0.meituan.net/440.0/merchantpic/223f0893adcfeb96568904068d1ef56c82996.jpg
小哥帮（宝龙店）,龙岗区爱南路富盈创展中心508,400-818-5088,https://p0.meituan.net/440.0/joymerchant/2106e76061d7ffdb09349fb4434e794f--873125809.jpg
管道疏通开锁店,龙岗区龙岗大道龙珠花园龙珠阁5楼,18319433825,https://p1.meituan.net/440.0/merchantpic/4aa49259a1b50e2cc881ecc21df33b54221972.jpg
十年居家维修,龙岗区盛平盛龙路153号,13053182109,https://p0.meituan.net/440.0/merchantpic/5736ee08709f2eda706095f6c06b3fdc181253.jpg
巧匠到家（龙岗店）,龙岗区龙翔大道7168号（万科广场一楼）,0755-88608234/13715297058,https://p1.meituan.net/440.0/dpdeal/09a17ac74b3a881e3acbf79a48d49e0f76541.jpg
管道疏通居家维修服务部,龙岗区南湾街道南岭村黄金南路四巷4号102,13537623390/13554920983,https://p0.meituan.net/440.0/merchantpic/4569926f9ef63a0576b3409de7e70c53133701.jpg
正规蚂蚁搬家,龙岗区龙岗中心城松仔岭二路86号,0755-83258626/13528873616,https://p1.meituan.net/440.0/joymerchant/e139d7cd2fae0c2834ab391ef72953e8--1159544797.jpg
叮阿姨保洁（万科天誉店）,龙岗区龙城街道龙翔大道7188号天誉中央广场天誉国际公馆C座1单元1003（万科广场）,0755-89999518/18928443637,https://p0.meituan.net/440.0/joymerchant/-5124636095048723-45863597-1538890463168.jpg
益民疏通清洁服务有限公司（龙岗店）,龙岗区鹏达路宝龙小区四巷,13554920983,https://p1.meituan.net/440.0/joymerchant/3247982909664075019-30709284-1541681880363.jpg
怡宝（布兰店）,龙岗区布吉布兰路上李朗商业街10号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/53aa0759f9df968c76e4cca3e05cc6f9160330.jpg
嘉熙家电维修中心,龙岗区布吉街道南岭村荔枝花园113号铺,18124563165/18038106316,https://p1.meituan.net/440.0/dpdeal/fbda91c0a814213aefba3e7df346d5f1177651.jpg
阳光开锁（龙岗店）,龙岗区南湾街道南岭村荔枝花园A2E02铺（布吉高级中学）,0755-83838310/13590264252,https://p0.meituan.net/440.0/merchantpic/e58f0e9c9eeb3e2b0080865e1f191d29416780.jpg
刘记开锁（南联店）,龙岗区碧新路2095号世宏大厦1楼商铺,18819003125,https://p0.meituan.net/440.0/dpdeal/90eee42c78a34657aa97064a413aef8453930.jpg
坂田雨鲜花店,龙岗区坂田街道五和大道(坂田市场。五和地铁口),18026943129,https://p1.meituan.net/440.0/deal/eff3c182b2f0bf6da0bbf2eacaab99a6216899.jpg
小尾巴极宠居,龙岗区慢城四期底商109铺,13714885790,https://p1.meituan.net/440.0/dpdeal/c60691a283850c302f5d6bc72ff1ba7555274.jpg
良记开锁公司,龙岗区龙岗大道布吉新村二区6号（地址3号线木棉湾地铁站旁边）,0755-88833019/13631699110,https://p1.meituan.net/440.0/dpdeal/e1201c6a2f3baebf6dd4ab5fca3b41da168226.jpg
爱慕鲜花（坂田花店）,龙岗区坂田吉华路589号,0755-27048293/13249881252,https://p0.meituan.net/440.0/deal/989da06e3e10f809c133d3e8da932153230918.jpg
圣匠锁具商城（龙岗店）,龙岗区龙岗街道龙园路133号（海王星辰健康药房旁边）,18823386110,https://p1.meituan.net/440.0/mogu/d8d9c806375fc510fc256695bc128d2314426.jpg
5110宠物生活概念馆,龙岗区环城南路10号旱窝工业区2楼（坂田国际中心正对面）,18988771034,https://p1.meituan.net/440.0/joymerchant/-7202347870957270324-49210848-1543403808336.jpg
荣声开锁换锁服务部（爱联店）,龙岗区黄阁中路与如意路交叉口奥林华府,18219524839/13537597228,https://p1.meituan.net/440.0/merchantpic/db6c46f9938e1002e2cd5aeae4d2812b273055.jpg
金石开锁换锁指纹锁服务中心（龙岗店）,龙岗区建设路53号天健郡城15栋A2商铺,13316966110,https://p0.meituan.net/440.0/mogu/59784ad30109d1800c5942ec4c7040b7116582.jpg
绿之源家电清洗服务中心,龙岗区南湾街道沙塘布翠山西七巷5号,18620129221,https://p1.meituan.net/440.0/joymerchant/-3320444924348891759-50765365-1545225478859.jpg
遇见它宠物生活馆,龙岗区横岗坝心村8号,15012606638,https://vfile.meituan.net/440.0/joymerchant/-7966478395763620223-43861072-1535007271750.jpg
深圳市达能开锁,龙岗区龙岗坂田和磡村二区3栋101室（近和盛大厦）,0755-22233351/13642365222,https://p0.meituan.net/440.0/joymerchant/292ab849259bcceb53eeba31c6a2ff99-806039856.jpg
宠膳添宠物生活馆（南湾店）,龙岗区布澜路口翠岭路阅景花园5栋201（大芬地铁站、尚峰花园）,19925210380,https://p1.meituan.net/440.0/joymerchant/67de8ea4c19a826ae8fa306304ff8c11.jpg
吾爱鲜花（花甜久缔店）,龙岗区和谐路25号,400-857-7720,https://p1.meituan.net/440.0/deal/cb0bf838e353b3c7dc9f353d68984d5960258.jpg
荣声开锁换锁服务部（横岗店）,龙岗区横岗镇四联路79号（联顺宾馆隔壁）,18219524839/13537597228,https://p1.meituan.net/440.0/merchantpic/3ea568aae34c265471024673f06b4de5336448.jpg
乐安居搬家,龙岗区龙城街道盛平村玉田路90号102室,13612653981/15018504512,https://p0.meituan.net/440.0/merchantpic/1901bde2fa4f13fc1cf7e23f90f47bd0130242.jpg
联想3C服务中心（龙城街道店）,龙岗区龙翔大道7019号（近紫薇步行街公交站）,0755-89989077/28902027,https://p0.meituan.net/440.0/joymerchant/411920835086501491-47576625-1543901434596.jpg
圣匠锁具商城（布吉店）,龙岗区布吉街道可园3期湖中路9栋125号商铺,0755-28714110/13380788110,https://p1.meituan.net/440.0/mogu/d8d9c806375fc510fc256695bc128d2314426.jpg
欣然数码快印,龙岗区雅园路1号一楼1-25号（育英小学斜对面）,0755-29812797,https://p1.meituan.net/440.0/poi/b9e6b66691cb0ccad1b91748cedf2716133120.jpg
金远城电脑维修,龙岗区五和中路96号（坂田七天酒店旁）,0755-28896825,https://p0.meituan.net/440.0/merchantpic/a52b9d82d378b9c76f019f952ad2fdee411839.jpg
创泰开锁配汽车钥匙（坂田店）,龙岗区吉华路深特龙服饰54号,18118777110,https://p1.meituan.net/440.0/merchantpic/1f6bf46a79663abdcc43f9c8506e5211116451.jpg
快洗到家家电清洗（龙岗店）,龙岗区爱联嶂背大道69号（联城广场对面）,13421845110,https://p0.meituan.net/440.0/merchantpic/d45844dbbdb8e441e0257e2315ccd4e6129222.jpg
SQB社区邦家政（南联店）,龙岗区龙岗街道龙岗大道龙钟路1号四楼401（地铁3号线南联站C2出口）,null,https://p0.meituan.net/440.0/joymerchant/-1039607364562820651-22511568-1540130293451.jpg
黄志强开锁服务部,龙岗区横岗街道联盛巷5号（隆盛花园门面房）,13026666522,https://p0.meituan.net/440.0/merchantpic/5248318246fed062037d03d072c13da7597218.jpg
轻松到家（龙岗店）,龙岗区百鸽路满庭芳花园商铺,0755-36567055,https://p0.meituan.net/440.0/joymerchant/ff72719e0c8634bdeaba434877a8625a-2074498358.jpg
靓爆镜宠物馆,龙岗区左庭右院南区北门,0755-28688685,https://p0.meituan.net/440.0/dpdeal/61bb7f67371eebac8a6f2ff45144925b97675.jpg
圣匠锁具商城（龙塘店）,龙岗区龙塘街8号,15820442021,https://p1.meituan.net/440.0/mogu/d8d9c806375fc510fc256695bc128d2314426.jpg
檀薇初品鲜花（德兴花园店）,龙岗区布吉清水河小关口西环路梦清公园旁,0755-36518383,https://p0.meituan.net/440.0/deal/4fb8eca9669d0e336a5aea385627237e296810.jpg
神通清洁管道疏通公司（龙岗店）,龙岗区龙岗大道横岗大厦11楼1109号,18319433825,https://p1.meituan.net/440.0/merchantpic/4aa49259a1b50e2cc881ecc21df33b54221972.jpg
金鑫开锁（中心城店）,龙岗区龙城街道岗贝路岗背村,null,https://p1.meituan.net/440.0/merchantpic/f0231230a6b8392497bd913e431e72dd145259.jpg
猫界猫舍,龙岗区丹平社区平路556号百合花卉小镇3栋115号,18649775345/13924670890,https://p0.meituan.net/440.0/merchantpic/1bca9cd25200ea143b1769541be70011993968.jpg
天萌宠物生活馆,龙岗区平湖街道同创新作4栋106号铺（熙景城）,18520842067/18520842067,https://p0.meituan.net/440.0/mogu/302db38970c202b88747c6491e4a2b93237803.jpg
怡沁家政服务有限公司,龙岗区龙岗大道8252号大运软件小镇2至5楼（近大运地铁站）,0755-28924927/84849578,https://p0.meituan.net/440.0/joymerchant/972762589870293022-46535699-1539527537085.jpg
好师傅家电电器维修,龙岗区吉华路德兴城12栋276-278号（近长龙地铁站C出口）,0755-89366196/18503003219,https://p1.meituan.net/440.0/merchantpic/3dc691c501637c673a324267bfa1f8f967814.jpg
益力桶装水（坂田店）,龙岗区坂田街道坂田社区九巷4号一楼天主堂向北15米,400-700-9511,https://p1.meituan.net/440.0/dpdeal/ba007fc214b15845343bdbc4966bd1c658606.png
家电小哥（布吉店）,龙岗区西门街27号布吉一村,400-166-5555,https://vfile.meituan.net/440.0/joymerchant/7243007573183989805-21016001-1525252185954.jpg
圆长圆家电维修（光雅园店）,龙岗区虎山路光雅园11巷1-1,13928494722,https://p0.meituan.net/440.0/dpdeal/59af5b0ed85130676060c70d6cc36dd534780.jpg
乐帮到家（坂田店）,龙岗区和磡路和磡新村36栋内,17704058842,https://p1.meituan.net/440.0/dpdeal/6671186fb70d3e04f4a6bdfd83de1f8737083.jpg
水电小哥（龙岗店）,龙岗区吉政路布吉新村3区7栋201号,17704056163,https://p0.meituan.net/440.0/mogu/435ddfef4563998235d6e86a3b5f1d3b25782.jpg
智人电脑维修（布吉店）,龙岗区广场路中安大厦1303（木棉湾D出口）,18924630934,https://p1.meituan.net/440.0/merchantpic/b77f7db7a53513022f1ac6abb17808fd28185.jpg
中天广告,龙岗区吉华路宝雅幼儿园旁,0755-28761742/13715068971,https://p1.meituan.net/440.0/poi/ebda30f2db826d96dec567ea908d7ef7159744.jpg
先锋开锁（坂田店）,龙岗区坂田街道雅园路光雅园村民营住宅区7巷1号1-1,0755-22222119/13423855060,https://img.meituan.net/440.0/ugcpic/bf81f0f4636eabd7b35ac1bfbb498267270653.png
管家帮家政保洁服务（龙岗大道总店）,龙岗区龙岗大道龙泉别墅8区M2B-2楼（太阳山艺术中心旁）,13370111022,https://p1.meituan.net/440.0/joymerchant/-5560382434012887925-23411833-1508836948536.png
粤杰手机维修中心,龙岗区联怡丰路28-2号,15889566511,https://p1.meituan.net/440.0/dpdeal/1a51d60cb82e9f480f20c25fc2af07cc127044.jpg
中亚广告,龙岗区四联路155号（隆盛门诊部对面）,0755-28632655/13620222085,https://p1.meituan.net/440.0/poi/d5f4bcc17697cb7bda1c9a9ac51ae32d75776.jpg
理想环境甲醛监测,龙岗区环城南路68号（金方华电商物流产业园）,13418683889,https://p0.meituan.net/440.0/joymerchant/-2821417763728973844-39062355-1544427198195.jpg
修屏王手机维修,龙岗区禾花社区华南大道一号华南国际纺织服装原辅料物流区二期4A-139华南城二号交易广场4A-139,18938832598,https://p0.meituan.net/440.0/merchantpic/140d62de7c6f0a067875ac75c3f978f1630434.jpg
东东开锁,龙岗区龙岗街道大芬桔子坑芬桔八巷1号1楼2-1号商铺,13652333066,https://p0.meituan.net/440.0/merchantpic/04673dadf06c1067c3d656d5cb23bc1d2608586.jpg
腾达开锁,龙岗区龙岗街道新生社区坪西路水岸新都16栋134号,0755-28243535,https://p1.meituan.net/440.0/merchantpic/efe6af672603a8d6345577870c4ec1bc537158.jpg
友达电脑维修（布吉店）,龙岗区深惠路102号龙珠商城一层A1048号,18924630934,https://p1.meituan.net/440.0/joymerchant/-3800503661273150817-46473549-1541939391112.jpg
忠意广告（雅园路）,龙岗区雅园路20号2号,0755-22275020,https://p0.meituan.net/440.0/ugcpic/15987b98030f43b82f3e2e6192775215
家电好师傅,龙岗区布澜路31号中国联保总部（李朗国际珠宝园A1栋4楼）,0755-33025858,https://p0.meituan.net/440.0/mogu/9da2421311cd89723cdf85d63450151742766.jpg
小哥帮（五和店）,龙岗区坂田街道五和大道五和商业广场,400-818-5088,https://p1.meituan.net/440.0/joymerchant/d41856dfcf52611157602a6e44197be4-20199841.jpg
小哥帮（龙城广场店）,龙岗区龙城广场地铁D出口东方明珠城7座1001,400-818-5088,https://p0.meituan.net/440.0/joymerchant/3c697df91cb9e7bff82006d9221bbdd3-1470257672.jpg
怡宝（上围店）,龙岗区观兰樟坑径上围宝业路51号,0755-26922222,https://p1.meituan.net/440.0/dpdeal/58748075f77770971e33cbb341d3420a225833.jpg
怡宝（岗贝店）,龙岗区岗贝村8巷14号,null,https://p1.meituan.net/440.0/dpdeal/53aa0759f9df968c76e4cca3e05cc6f9160330.jpg
刘记开锁（布吉店）,龙岗区乐民路17号布吉一村小区底商,18819003125,https://p0.meituan.net/440.0/dpdeal/90eee42c78a34657aa97064a413aef8453930.jpg
怡宝（丹竹头店）,龙岗区布吉丹竹头恋珠一巷三号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
友田达怡宝桶装水专卖（横岗店）,龙岗区横岗镇独竹村10栋1楼(横岗地铁口),0755-26922222,https://p1.meituan.net/440.0/deal/41aa60a32a648d8008dcaae6b5c8629d392500.jpg
怡宝（鹅公岭店）,龙岗区平湖鹅公岭平龙大街道南1巷1号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（罗瑞店）,龙岗区罗瑞合华南五巷4号,null,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（南坑店）,龙岗区坂田五和大道南坑5巷4号101号,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
怡宝（康桥店）,龙岗区布吉街道中房怡乐花园9栋115室,0755-26922222,https://p0.meituan.net/440.0/deal/__32669802__7218224.jpg
轩轩花店,龙岗区布吉街道西环路2号A06号铺,15718481276,https://p0.meituan.net/440.0/dpdeal/4ec137c5932665e052315080f20ef5fc288690.jpg
怡宝（吉夏店）,龙岗区布吉吉夏东门头路40号22铺,0755-26922222,https://p0.meituan.net/440.0/dpdeal/f069ee73ea9a4b81ac970b65a378bd1579672.jpg
