商家名称,服务类目,主营范围,详细地址,服务区域,联系方式,品牌故事,图片地址
hxs（爱花坊花店）,鲜花,,,深圳市,13538082458,,https://p0.meituan.net/440.0/dpdeal/8ba8d2c52e7a602c3589f470de1e4337228273.jpg
绿韵花艺鲜花店（上宁一路店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
花冠鲜花（原野鲜花店）,鲜花,,,深圳市,18664565544,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
临菊花艺鲜花店（布吉店）,鲜花,,,深圳市,18928441505,,https://p0.meituan.net/440.0/dpmerchantalbum/d62dc5772f9d19a5bc16a4173ca94378228309.jpg
花·House鲜花店（布吉店）,鲜花,,,深圳市,13544177177,,https://p1.meituan.net/440.0/mogu/ba5b3677adfec8ebaa2e3912d6cc9028120836.jpg
心雨鲜花（布吉店）,鲜花,,,深圳市,18476907159,,https://p0.meituan.net/440.0/merchantpic/94548bf89cbd9f89dbe74dfa02a36962193990.jpg
百花苑鲜花店（布吉店）,鲜花,,,深圳市,13926509233,,https://p0.meituan.net/440.0/mogu/db3efd5a86fde0eb5ca53e30c3e9a732347223.jpg
简爱花语鲜花店（布吉店）,鲜花,,,深圳市,18098961230/18126285878,,https://p0.meituan.net/440.0/dpmerchantalbum/4d16863ae6204393118c248218f1723e298048.jpg
花晗flower（布吉店）,鲜花,,,深圳市,18823862732,,https://p0.meituan.net/440.0/dpmerchantalbum/49a17ad010814497dfbb22a7af1df6a2201881.jpg
花之恋鲜花（布吉店）,鲜花,,,深圳市,15889391076,,https://p0.meituan.net/440.0/merchantpic/a6d4bec8f79638c52b4aa0002c48d2741029359.jpg
时光花艺（布吉店）,鲜花,,,深圳市,13603036220,,https://p0.meituan.net/440.0/dpmerchantalbum/3155d60bc9d64fd43b9f1098ea0c544e67259.jpg
玫瑰花匠（龙岗店）,鲜花,,,深圳市,18819429698,,https://p0.meituan.net/440.0/dpmerchantalbum/410e3638bd537e30d1c9734a7add01dc748833.jpg
千寻花艺（布吉店）,鲜花,,,深圳市,13510469798/13826512235,,https://p0.meituan.net/440.0/merchantpic/7ec2f89ea81216410ad4278624d94e0376042.jpg
鲜花道花店（长龙店）,鲜花,,,深圳市,18123647805,,https://p1.meituan.net/440.0/dpmerchantalbum/7b5d9a44daed352ad66fa1a00ffb656c496220.jpg
玫瑰之约（彩蝶花艺）,鲜花,,,深圳市,13286664404,,https://p0.meituan.net/440.0/deal/84cd00aa2196ca3851cef66879222e7d242847.jpg
情语鲜花（布吉店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
兰亭 Flower（布吉店）,鲜花,,,深圳市,13631517883,,https://p0.meituan.net/440.0/dpmerchantalbum/58ee32516bc5d77c7e9b7b98118582b2222630.jpg
心艺鲜花（布吉店）,鲜花,,,深圳市,18219528295,,https://p0.meituan.net/440.0/dpmerchantalbum/cda3d2a8d6b0aba1c98546a7d5a3748f82235.jpg
红太阳花店（布吉店）,鲜花,,,深圳市,18818699682,,https://p0.meituan.net/440.0/dpmerchantalbum/c761883e829c42c4c5d63aa7f1b2edee213143.jpg
花冠鲜花（深圳苏和鲜花坊）,鲜花,,,深圳市,13823670587,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
指尖花开鲜花连锁（彩蝶花艺）,鲜花,,,深圳市,13286664404,,https://p0.meituan.net/440.0/deal/2c019ec4fb2d708ce17edb809d6739dd98218.jpg
悦喜庆花篮鲜花品牌（布吉店）,鲜花,,,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
尤妮花坊,鲜花,,,深圳市,13543303465/13823779958,,https://p0.meituan.net/440.0/merchantpic/cf2259aea841ae338e18d58fedcfd0c1393549.jpg
意合花艺（布吉中兴路店）,鲜花,,,深圳市,18925226858,,https://p1.meituan.net/440.0/dpdeal/d2bc7390b76eda8e06688902744881a931023.jpg
澜馨花语（长龙店）,鲜花,,,深圳市,15712005221,,https://p1.meituan.net/440.0/deal/32b64f47c0f5d2bc7c6e0fab3f18d6b8318996.jpg
亦心花艺（布吉店）,鲜花,,,深圳市,4009659520,,https://p0.meituan.net/440.0/dpdeal/6062739e49804d02a83882b226f1bcaf73366.jpg
rose花语鲜花（龙岗店）,鲜花,,,深圳市,13527756554/18802086541,,https://p0.meituan.net/440.0/dpmerchantalbum/82942fedd354bded19179b8f457cbe67525704.jpg
今喜花屿（上下水径店）,鲜花,,,深圳市,13164768943,,https://p1.meituan.net/440.0/deal/866d848e070dfe57d7071780d2249a1f83271.jpg
檀薇初品鲜花（布吉店）,鲜花,,,深圳市,18566771060/13686441206,,https://p1.meituan.net/440.0/deal/66ec70da81ca1097ab4db24b4eaf978d372758.jpg
凯蒂花艺,鲜花,,,深圳市,15914050231,,https://p1.meituan.net/440.0/dpdeal/5226446cb311e836795055cb1f7e2b32113824.jpg
维诺拉鲜花店（布吉店）,鲜花,,,深圳市,15012801314/18126226535,,https://p1.meituan.net/440.0/dpmerchantalbum/8fb9f9b6540684c2f413d5c389a3a99e780923.jpg
桃夭花艺（布吉店）,鲜花,,,深圳市,400-056-5113/13560762578,,https://p0.meituan.net/440.0/dpdeal/e3aeb853cde8412f2d06ce03314b2723374942.jpg
云家花艺,鲜花,,,深圳市,13714321329,,https://p0.meituan.net/440.0/mogu/88f4f3c8c9f40059e3de7801c49f3f7e282063.jpg
樱薇鲜花（轩轩花卉）,鲜花,,,深圳市,15718481276,,https://p1.meituan.net/440.0/dpdeal/7f629079d866e45bd149c87378e47bf5494596.jpg
田园花语（布吉店）,鲜花,,,深圳市,0755-82774400/18098980567,,https://p1.meituan.net/440.0/deal/42dfa6e072c6dc3f6dcaf6f4e8e57545374783.jpg
贝特猫鲜花店（西环路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/e0e05845a82394e6dc5cee8e69694e5d188892.jpg
兰景丽园鲜花,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/d22828e74addd6420a98fb327c3c183a75776.jpg
绿韵花艺鲜花店（金运路店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
花冠鲜花（深圳绿轩婚庆鲜花）,鲜花,,,深圳市,13169908458,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
今喜花屿（百合新城店）,鲜花,,,深圳市,13164768943,,https://p0.meituan.net/440.0/poi/6dcf16945309ea63dec3cc5fc740687246996.jpg
澜馨花语（下水径店）,鲜花,,,深圳市,22900658/13430778843,,https://p1.meituan.net/440.0/deal/32b64f47c0f5d2bc7c6e0fab3f18d6b8318996.jpg
澜馨花语（格塘店）,鲜花,,,深圳市,0755-22900673,,https://p0.meituan.net/440.0/deal/0535bbba74b2c142718ccd3bbae098fe212216.jpg
檀薇初品鲜花（德兴花园店）,鲜花,,,深圳市,0755-36518383,,https://p0.meituan.net/440.0/deal/4fb8eca9669d0e336a5aea385627237e296810.jpg
花冠鲜花（深圳尼恒美花艺）,鲜花,,,深圳市,13480924990,,https://p1.meituan.net/440.0/dpdeal/114eef499bb2e17751d51374b640a8bf98666.jpg
玫瑰传情鲜花速递（轩轩花店）,鲜花,,,深圳市,15718481276,,https://p1.meituan.net/440.0/dpdeal/79773c9ab7a101bb3f590a88cf170679207084.jpg
花冠鲜花（深圳肖青青花店）,鲜花,,,深圳市,15013785565,,https://p0.meituan.net/440.0/dpdeal/106c75b50bbc14eb72d39ad191125521121778.jpg
临菊花艺鲜花店（坂田店）,鲜花,,,深圳市,18928441505,,https://p0.meituan.net/440.0/mogu/569cf727b391dd59ff3f4220a17f49d4173100.jpg
爱恋鲜花（深圳雨婷花店）,鲜花,,,深圳市,13487008884,,https://p0.meituan.net/440.0/dpdeal/95139b6cca331551afbec38bb5be87bb132446.jpg
千寻花艺（坂田店）,鲜花,,,深圳市,13826512235/13510469798,,https://p0.meituan.net/440.0/dpmerchantalbum/344a3bb9a4994b2dca412b8494c9e7d4228595.jpg
花有缘鲜花（坂田店）,鲜花,,,深圳市,13430548966,,https://p1.meituan.net/440.0/dpmerchantalbum/85f0cb0c1d65580652d9248083eb3af5180401.jpg
美尚美鲜花（雨贤花店）,鲜花,,,深圳市,18026943129/15889782218,,https://p0.meituan.net/440.0/deal/242a8604099ceae22673adcbe77fa96439966.jpg
暖心花艺鲜花店（坂田店）,鲜花,,,深圳市,13828706147,,https://p1.meituan.net/440.0/dpmerchantalbum/70e8bbc81b634b2c2d2c26b76dcb6fb885315.jpg
情语鲜花（坂田店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
鲜花舞花店（坂田国际中心店）,鲜花,,,深圳市,15071631529,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
花小铺鲜花店（五和店）,鲜花,,,深圳市,13058111262,,https://p1.meituan.net/440.0/dpmerchantalbum/919a95e518adf4bfb97f50b82a11e04a69620.jpg
奇缘鲜花（坂田店）,鲜花,,,深圳市,13632953744,,https://p0.meituan.net/440.0/dpmerchantalbum/c0c8b68eba1f8d5f99d6929edef213351024050.png
致美花艺（坂田店）,鲜花,,,深圳市,13827487670/13662292409,,https://p1.meituan.net/440.0/mogu/a540ec55d1f6a7f9ccaaa9146c0885dd133239.jpg
绿植先生（龙岗五和店）,鲜花,,,深圳市,17817816262,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
浅草时光鲜花店（坂田店）,鲜花,,,深圳市,15218714110,,https://p0.meituan.net/440.0/dpmerchantalbum/0ea701ffd23e74286695dbba54f33e8e149645.jpg
YS花艺生活馆,鲜花,,,深圳市,13798444404,,https://p1.meituan.net/440.0/dpdeal/436ac465d8337636f5e9dce66a31ca0e411326.jpg
心雨鲜花（坂田店）,鲜花,,,深圳市,18476907159,,https://p1.meituan.net/440.0/merchantpic/54292ef464004aa127941069cd50dcd9381178.jpg
美丽契约（兰馨花店）,鲜花,,,深圳市,13249881252,,https://p0.meituan.net/440.0/xianfu/90ca4786d2c83e403a90cb650d6b04ab27251.jpg
今喜花屿（恋上花房）,鲜花,,,深圳市,13164768943,,https://p1.meituan.net/440.0/deal/866d848e070dfe57d7071780d2249a1f83271.jpg
澜馨花语（大发埔店）,鲜花,,,深圳市,13249881252,,https://p0.meituan.net/440.0/deal/07b8d783bf25546423c51ca337e3247442105.jpg
相恋鲜花（相恋鲜花813店）,鲜花,,,深圳市,82797820/18026943129,,https://p0.meituan.net/440.0/deal/c92abac5ac8c19ca20515f8da7ffd379410147.jpg
花西拾-美辰花艺,鲜花,,,深圳市,18219242708,,https://p0.meituan.net/440.0/dpdeal/e8bf9a8572f3a4b39a3de786a84ae2a1240137.jpg
檀薇初品鲜花（五和店）,鲜花,,,深圳市,18566771060/13686441206,,https://p0.meituan.net/440.0/deal/59a5e9303de772d0a1953144b46b2abd113901.jpg
贝特猫鲜花店（吉华路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/35d45856bb5f8c98e486e8077647304187414.jpg
绿韵花艺鲜花店（龙岗大道店）,鲜花,,,深圳市,400-870-0900,,https://p0.meituan.net/440.0/dpmerchantalbum/96837a09739082b9ba47a08d1432b4f7305016.jpg
爱慕鲜花（坂田花店）,鲜花,,,深圳市,0755-27048293/13249881252,,https://p0.meituan.net/440.0/deal/989da06e3e10f809c133d3e8da932153230918.jpg
花冠鲜花（雨贤花店）,鲜花,,,深圳市,15889782218/18026943129,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
爱恋鲜花（展源花店）,鲜花,,,深圳市,13430818360,,https://p0.meituan.net/440.0/dpdeal/b6f0f5795913a74bf9dc802e13358600168194.jpg
爱恋鲜花（深圳四季花店）,鲜花,,,深圳市,13686487745,,https://p0.meituan.net/440.0/dpdeal/dc9fbbc03caae13948ab5629c0ad07ae282365.jpg
爱恋鲜花（坂田店）,鲜花,,,深圳市,15710751908,,https://p1.meituan.net/440.0/dpdeal/f50a03f8007a955faf764bb882af803d235037.jpg
指尖花开鲜花连锁（谈花林花坊）,鲜花,,,深圳市,13352967686,,https://p0.meituan.net/440.0/deal/2c019ec4fb2d708ce17edb809d6739dd98218.jpg
hxs（花半开店）,鲜花,,,深圳市,13632825093,,https://p1.meituan.net/440.0/dpdeal/35444ac5ff298ed8c742184963757492228011.jpg
雨贤花店,鲜花,,,深圳市,13733414484,,https://p0.meituan.net/440.0/deal/d69c70750a307c9abe374bb293feb910196239.jpg
百花苑鲜花店（坂田店）,鲜花,,,深圳市,13926509233,,https://p0.meituan.net/440.0/mogu/aa2fbfeec50e8347d931bd1e46c77dfd462765.jpg
爱恋鲜花（龙岗花田花艺）,鲜花,,,深圳市,15999610701,,https://p1.meituan.net/440.0/dpdeal/0154a8ce51c9574547320879332d24d4218041.jpg
花田花艺,鲜花,,,深圳市,13128892078,,https://p1.meituan.net/440.0/shopmainpic/c4a1ae9da4376b72f0924085b9b81c08110790.jpg
花如语鲜花店（坂田店）,鲜花,,,深圳市,15920000113,,https://p0.meituan.net/440.0/dpmerchantalbum/2b6c1178b0dc23b0946fe54b464901542116668.jpg
恋人鲜花（813店）,鲜花,,,深圳市,0755-82797820/18026943129,,https://p0.meituan.net/440.0/deal/c92abac5ac8c19ca20515f8da7ffd379410147.jpg
花冠鲜花（花田花艺）,鲜花,,,深圳市,13128892078,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
绿植先生（清湖店）,鲜花,,,深圳市,18666225048,,https://p0.meituan.net/440.0/dpdeal/35a652277a2da083c550a0939dfd004e188627.jpg
天意花国,鲜花,,,深圳市,13510248042,,https://p1.meituan.net/440.0/dpmerchantalbum/639b324af38828b0bb7ad5364e5629f36597003.jpg
檀薇初品鲜花（长发店）,鲜花,,,深圳市,13686441206,,https://p0.meituan.net/440.0/deal/4fb8eca9669d0e336a5aea385627237e296810.jpg
字里航间花艺,鲜花,,,深圳市,15986625151,,https://p0.meituan.net/440.0/merchantpic/3d8573f5401bfa3f87f856f0eb9bac1e59083.jpg
鲜花超市（坂田岗头店）,鲜花,,,深圳市,13392440667,,https://p1.meituan.net/440.0/dpmerchantalbum/1da73e357351131915d1706907285fea370403.jpg
朵恋鲜花（华为基地店）,鲜花,,,深圳市,18927434412,,https://p1.meituan.net/440.0/dpmerchantalbum/47d7439b41d15626702d5bc9d7e12132612932.jpg
玫瑰系花坊（龙岗华为店）,鲜花,,,深圳市,15889306285,,https://p0.meituan.net/440.0/dpmerchantalbum/c62f3e657080ed46a167db273c622e5f1658008.png
锦祺花芬鲜花（布吉店）,鲜花,,,深圳市,18566752163,,https://p1.meituan.net/440.0/dpmerchantalbum/5c4b09f1b1426fe0a9449bf1f36f35a984415.jpg
亦心花艺（坂田店）,鲜花,,,深圳市,400-965-9520,,https://p0.meituan.net/440.0/poi/e6fbdba1857c3e74c9d797968ac6f0da79872.jpg
深圳网络花店（万科城店）,鲜花,,,深圳市,18038007772,,https://p1.meituan.net/440.0/dpmerchantalbum/372c027f0e5786fb1e510652a07283cb231768.jpg
奇缘鲜花（象角塘村店）,鲜花,,,深圳市,13632953744,,https://p0.meituan.net/440.0/dpdeal/22d7ffd66b2fc4874bfbdeae8769fbac67684.jpg
思丽卡鲜花（坂雪岗店）,鲜花,,,深圳市,13823198842/13632794653,,https://p1.meituan.net/440.0/shopmainpic/d678cce698de58fda862be0179e59880377502.jpg
贝特猫鲜花店（葵涌镇店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/999d7108dc3fe8a1f4137c8ccd21d49b77931.jpg
花开了花艺,鲜花,,,深圳市,13798326858,,https://p0.meituan.net/440.0/dpdeal/d13a08298c40d0df961b610f6b7e07bb207294.jpg
百花苑鲜花店（龙岗中心城店）,鲜花,,,深圳市,13612815328,,https://p1.meituan.net/440.0/mogu/5bbdec5310d80d9bafa8d3a5fabf9e44257485.jpg
半夏鲜花（龙岗中心城店）,鲜花,,,深圳市,15920057015,,https://p1.meituan.net/440.0/merchantpic/67eb2d1f10d1967dd7e26cbebfae869d368265.jpg
维诺拉鲜花店（龙岗中心城店）,鲜花,,,深圳市,15012801314/18126226535,,https://p1.meituan.net/440.0/dpmerchantalbum/006fb28987f16052403217b8c9e1c273157659.jpg
花之恩鲜花店（龙岗店）,鲜花,,,深圳市,13632880897/18598260036,,https://p1.meituan.net/440.0/dpmerchantalbum/e2a4a06b58e8918af3618738611ba711189346.jpg
花仙子花店,鲜花,,,深圳市,15013425255/13435057288,,https://p1.meituan.net/440.0/dpmerchantalbum/9639c37ff7d31ed1792cfc4ddb072c90101218.jpg
爱恋鲜花（龙岗欣悦鲜花）,鲜花,,,深圳市,18344020284,,https://p1.meituan.net/440.0/dpdeal/2a9ee026b44e428f39c7eccba00716a848831.jpg
朵恋鲜花（龙岗店）,鲜花,,,深圳市,15323825050,,https://p0.meituan.net/440.0/dpmerchantalbum/ddf6e7d1e42e40d7817c5666b46916f2391928.jpg
花千礼鲜花（龙岗万科广场店）,鲜花,,,深圳市,15012702648,,https://p1.meituan.net/440.0/dpmerchantalbum/460381cf8803c15c0e0a6832db7baf6c77744.jpg
情语鲜花（龙翔店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
Lucky鲜花店（龙岗中心城店）,鲜花,,,深圳市,15920057177,,https://p1.meituan.net/440.0/dpmerchantalbum/97afcdc2f0437266d0549e7b9355b5d8345791.jpg
不二花艺工作室（龙岗店）,鲜花,,,深圳市,18566237925,,https://p1.meituan.net/440.0/dpmerchantalbum/261975bed085270d46ab725c4381b7cb117476.jpg
默莉花园,鲜花,,,深圳市,18689472098,,https://p1.meituan.net/440.0/waimaipoi/3abd5048a2e85c36ee1eb9ae3319de4272862.jpg
幽香阁花艺（龙岗店）,鲜花,,,深圳市,17603059047,,https://p1.meituan.net/440.0/dpmerchantalbum/593e902baaf8a35ee8156036fb50f53495977.jpg
檀薇初品鲜花（龙岗中心城店）,鲜花,,,深圳市,13686441206/18566771060,,https://p0.meituan.net/440.0/deal/58b69e370fbb7f419ebec65cf04ebfe1115559.jpg
温馨花艺鲜花店（龙岗中心城店）,鲜花,,,深圳市,18813683583,,https://p0.meituan.net/440.0/mogu/33cdbc105cfc6311105bb0186b7e55e883593.jpg
花冠鲜花（深圳欣悦鲜花）,鲜花,,,深圳市,13377811878,,https://p1.meituan.net/440.0/dpmerchantalbum/f5efc6142c46f972537637e36d33187f320947.jpg
怡景花艺,鲜花,,,深圳市,15818689683/15999663832,,https://p1.meituan.net/440.0/dpmerchantalbum/3b6c698e0a183d50f925495ee5981c74224475.jpg
悦喜庆花篮鲜花品牌（龙城广场店）,鲜花,,,深圳市,18923447979,,https://p1.meituan.net/440.0/dpmerchantalbum/76b06d3f291da0bc8a3dc191cccf064a86667.jpg
心雨鲜花（龙岗中心城店）,鲜花,,,深圳市,18318817516/13480177725,,https://p0.meituan.net/440.0/merchantpic/6f6c669b6387ca8cf4ca5643ea7f7bc4532722.jpg
吾爱鲜花（花甜久缔店）,鲜花,,,深圳市,400-857-7720,,https://p1.meituan.net/440.0/deal/cb0bf838e353b3c7dc9f353d68984d5960258.jpg
兰景丽园鲜花（万象天成店）,鲜花,,,深圳市,4000430370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
欣然花店,鲜花,,,深圳市,13714465982/13410665213,,https://p0.meituan.net/440.0/dpdeal/d36ef3d4757a91e81e0556012deadb2e688740.jpg
贝特猫鲜花店（爱心路店）,鲜花,,,深圳市,400-168-1957,,https://p1.meituan.net/440.0/dpdeal/335425c9826a1e12b3a3cccc2c5d8a74216345.jpg
思丽卡花艺（龙岗中心城店）,鲜花,,,深圳市,0755-25326149/13632794653,,https://p0.meituan.net/440.0/deal/6054d4826e653e6856f968db4e2e9760314084.jpg
花样年华（花甜久缔店）,鲜花,,,深圳市,400-897-8769,,https://p0.meituan.net/440.0/deal/3f390b2cfe0c915f3f608661a0c9de3c116503.jpg
一花一世界花店（岁宝店）,鲜花,,,深圳市,18718699107,,https://p1.meituan.net/440.0/shopmainpic/3b8d385c59d7eafc07a72695bf45cd51187532.jpg
半夏鲜花（龙岗街道总店）,鲜花,,,深圳市,15920057015,,https://p1.meituan.net/440.0/merchantpic/fa9145ed0402b44ae65e4324191dc813155588.jpg
兰景丽园鲜花（龙城店）,鲜花,,,深圳市,400-043-0370,,https://p0.meituan.net/440.0/poi/ae6b21adc643206b6de1e85520fc06a779872.jpg
爱花居·love（东环一路1016店）,鲜花,,,深圳市,400-051-8210,,https://p1.meituan.net/440.0/dpmerchantalbum/70f264dc0632092d29ab5bff670fe509381947.jpg
恋依美鲜花（龙华总店）,鲜花,,,深圳市,13544162353,,https://p0.meituan.net/440.0/dpmerchantalbum/20bd83a56e5dcee1d311cb1be4bec87a59364.jpg
谜谷鲜花（龙华新区店）,鲜花,,,深圳市,400-018-5123,,https://p1.meituan.net/440.0/dpmerchantalbum/f9e600173613bf868e81a2fbd3d9920f429726.jpg
百花苑鲜花店（龙华店）,鲜花,,,深圳市,13612815328,,https://p1.meituan.net/440.0/mogu/ffe5e64c81e45af6154eb993a08e135786552.jpg
暖心花艺鲜花店（龙华店）,鲜花,,,深圳市,13828706147,,https://p1.meituan.net/440.0/dpmerchantalbum/6b6fa593240215eea39a983cfcf3e5dd84774.jpg
幽香阁花艺（龙华店）,鲜花,,,深圳市,17603059047,,https://p1.meituan.net/440.0/dpmerchantalbum/ba26f0c8d52c1e3e7c82ad57029315db165440.jpg
花有缘鲜花（龙华店）,鲜花,,,深圳市,18475633365,,https://p1.meituan.net/440.0/dpmerchantalbum/85f0cb0c1d65580652d9248083eb3af5180401.jpg
林里现花,鲜花,,,深圳市,13128973355,,https://p0.meituan.net/440.0/dpmerchantalbum/99cb3521724b76eae4ba965a7b4978d01011069.jpg
Lucky鲜花店（龙华店）,鲜花,,,深圳市,15920057177,,https://p0.meituan.net/440.0/mogu/a086ed650aff1e3c46d50ea1153389a8102422.jpg
花如语鲜花店（龙华店）,鲜花,,,深圳市,15920000113,,https://p1.meituan.net/440.0/dpmerchantalbum/634c6dd43c6d5e4876099eb8a778f951279081.jpg
花小铺鲜花店（龙华二店）,鲜花,,,深圳市,13058111262,,https://p1.meituan.net/440.0/dpmerchantalbum/36521e09a0fb639b25350afb9b2261dd91708.jpg
鲜花道花店（华润万家店）,鲜花,,,深圳市,18682172808,,https://p1.meituan.net/440.0/dpmerchantalbum/f5012a7beae255f05c3f4ff9c22a8d48154925.jpg
花之恩鲜花店（龙华店）,鲜花,,,深圳市,13632880897/18598260036,,https://p1.meituan.net/440.0/dpmerchantalbum/e2a4a06b58e8918af3618738611ba711189346.jpg
温馨花艺鲜花店（龙华店）,鲜花,,,深圳市,13530386099,,https://p1.meituan.net/440.0/mogu/d7c3bfc591923585e3ee8bf6ea5dcb0088708.jpg
梵茜花艺（壹方天地店）,鲜花,,,深圳市,18529060086/18682105967,,https://p0.meituan.net/440.0/dpmerchantalbum/70d782cf79c64443545ef49cac6411f1106390.jpg
花之恋鲜花（龙华店）,鲜花,,,深圳市,15889391076,,https://p0.meituan.net/440.0/merchantpic/a6d4bec8f79638c52b4aa0002c48d2741029359.jpg
花之语鲜花（龙华店）,鲜花,,,深圳市,18927434412,,https://p0.meituan.net/440.0/dpmerchantalbum/85e2c9f0b7dc9cf06c56cf561d3ea610392689.jpg
朵彩（木子花艺-银泉花园店）,鲜花,,,深圳市,17817816262/18617074990,,https://p1.meituan.net/440.0/dpdeal/3c205ab102b085455f866df7d14a00b7150035.jpg
爱花居鲜花（香雪龙华店）,鲜花,,,深圳市,13927440106,,https://p1.meituan.net/440.0/mogu/c5e0b594f9212e9e8013651af5b289ab61522.jpg
爱之裳鲜花速递（龙华民治大浪分店）,鲜花,,,深圳市,18028786100,,https://p0.meituan.net/440.0/mogu/40ac69e3b7cfbf7762ba760b9b38921564722.jpg
钟爱鲜花（琦彩鲜花店）,鲜花,,,深圳市,15927342127/15827630655,,https://p1.meituan.net/440.0/deal/__49532727__7697721.jpg
朵美鲜花店（龙华店）,鲜花,,,深圳市,13620921926,,https://p1.meituan.net/440.0/dpmerchantalbum/91e316521e616b7ecc1ca5abb043ba94419198.jpg
时尚花屋（石花坊鲜花联盟）,鲜花,,,深圳市,400-690-7520,,https://p1.meituan.net/440.0/deal/9b19daedbda14480671c7a17b272569c433827.jpg
开业花篮鲜花店（龙华店）,鲜花,,,深圳市,13510627800,,https://p1.meituan.net/440.0/dpmerchantalbum/452581bbae864c3b9cb59f49facb6b89128221.jpg
情语鲜花（龙华店）,鲜花,,,深圳市,17722682703,,https://p1.meituan.net/440.0/dpmerchantalbum/38e85b1cfc6e886aebd0bfe0712eea7d544866.jpg
爱之裳鲜花（坂田店）,鲜花,,,深圳市,400-969-1299,,https://p0.meituan.net/440.0/mogu/bc7fa461b93101a5e9c1801e61ae084d103101.jpg
鹭缘花坊（中海锦城店）,鲜花,,,深圳市,13600186146,,https://p0.meituan.net/440.0/dpmerchantalbum/3deb012ccdd031c3ec3144c4cb342bbf3938212.jpg
JKFLORIST杰可花房,鲜花,,,深圳市,18926760499/18902488409,,https://p0.meituan.net/440.0/dpmerchantalbum/a4fd50fef099d1bbd71381b68b6160e9197228.jpg
今喜花屿（清湖花园）,鲜花,,,深圳市,13164768943,,https://p0.meituan.net/440.0/deal/a2a597b802ac3eee557ff98d0d67bc5b266852.jpg
花宅花店,鲜花,,,深圳市,13510203118/13530425852,,https://p1.meituan.net/440.0/dpmerchantalbum/96d13c929030ee3b7a57845f89335352197337.jpg
绿植先生（龙华店）,鲜花,,,深圳市,17817816262,,https://p0.meituan.net/440.0/dpdeal/682da6365c9246d068758c6ffdf6b4c7128459.jpg
花湾花艺鲜花店（龙华店）,鲜花,,,深圳市,18811879641/13360523795,,https://p1.meituan.net/440.0/merchantpic/3a91e93b91da007fd2b05ec7fe563a79188697.jpg
恋人鲜花（1502店）,鲜花,,,深圳市,13138152880,,https://p1.meituan.net/440.0/dpdeal/2a3d3b07a20f148ab10f87aa42cb4813114530.jpg
花点时间花艺（和平大厦店）,鲜花,,,深圳市,0755-82777310,,https://p0.meituan.net/440.0/dpmerchantalbum/b5e36ac575e0507f66385e04c2e9f2b31936720.jpg
樱薇鲜花（清馨鲜花店）,鲜花,,,深圳市,17051061790,,https://p1.meituan.net/440.0/dpdeal/9f99cb3628de077c57d8489c917f607b329515.jpg
不见花,鲜花,,,深圳市,15220147766,,https://p1.meituan.net/440.0/dpmerchantalbum/9cba1336eac62f98d068dc0efd7315a2130549.jpg
贝特猫鲜花店（清泉路店）,鲜花,,,深圳市,400-168-1957,,https://p0.meituan.net/440.0/dpdeal/999d7108dc3fe8a1f4137c8ccd21d49b77931.jpg
浪漫之约,鲜花,,,深圳市,18565740426,,https://p1.meituan.net/440.0/dpdeal/3c7e9139e8bb94a280d907e9129db66b1151755.jpg
美尚美鲜花（伊菲花艺）,鲜花,,,深圳市,13410118896/13510229407,,https://p1.meituan.net/440.0/dpdeal/e1a4cd32ba5edf75855f3039fc7ebe47118866.jpg
