订单ID,团长ID,订单日期,订单金额,参团人数,商品分类,团长返现金额
321516880,100582,2018/3/8,755,7,家用-个人护理,44.75
321516881,100781,2018/3/8,857,4,零食-膨化食品,46.85
321516882,100421,2018/3/8,627,14,家用-个人护理,45.35
321516883,100622,2018/3/8,1031,5,家用-个人护理,56.55
321516884,100392,2018/3/8,907,14,生鲜-禽肉,59.35
321516885,100360,2018/3/8,794,7,家用-日化用品,46.7
321516886,100528,2018/3/8,1099,6,家用-个人护理,60.95
321516887,100810,2018/3/8,1401,17,生鲜-水产,87.05
321516888,100613,2018/3/8,657,7,生鲜-蔬菜,39.85
321516889,100634,2018/3/8,1130,4,零食-饮料,60.5
321516890,100788,2018/3/8,834,5,家用-清洁用品,46.7
321516891,100817,2018/3/8,1226,9,零食-坚果,70.3
321516892,100551,2018/3/8,1118,13,家用-个人护理,68.9
321516893,100721,2018/3/8,1606,8,零食-坚果,88.3
321516894,100916,2018/3/8,1148,3,家用-个人护理,60.4
321516895,100727,2018/3/8,1257,11,零食-方便食品,73.85
321516896,100457,2018/3/8,1000,8,零食-坚果,58
321516897,100947,2018/3/8,1212,6,生鲜-禽肉,66.6
321516898,100351,2018/3/8,817,7,生鲜-水产,47.85
321516899,100702,2018/3/8,1037,3,生鲜-蔬菜,54.85
321516900,100709,2018/3/8,1179,12,生鲜-禽肉,70.95
321516901,100967,2018/3/8,1529,14,家用-个人护理,90.45
321516902,100378,2018/3/8,1099,7,零食-饮料,61.95
321516903,100457,2018/3/8,1352,7,家用-日化用品,74.6
321516904,100406,2018/3/8,1265,9,生鲜-禽肉,72.25
321516905,100444,2018/3/8,1302,17,生鲜-水产,82.1
321516906,100794,2018/3/8,615,12,生鲜-水果,42.75
321516907,100914,2018/3/9,1030,17,零食-坚果,68.5
321516908,100608,2018/3/9,1037,5,家用-日化用品,56.85
321516909,100829,2018/3/9,593,5,生鲜-蔬菜,34.65
321516910,100551,2018/3/9,1297,16,生鲜-禽肉,80.85
321516911,100933,2018/3/9,712,15,家用-个人护理,50.6
321516912,100466,2018/3/9,1057,3,家用-清洁用品,55.85
321516913,100935,2018/3/9,494,13,家用-日化用品,37.7
321516914,100926,2018/3/9,1147,7,家用-个人护理,64.35
321516915,100586,2018/3/9,882,9,生鲜-禽肉,53.1
321516916,100925,2018/3/9,846,7,家用-个人护理,49.3
321516917,100489,2018/3/9,533,7,零食-坚果,33.65
321516918,100438,2018/3/9,736,8,生鲜-水产,44.8
321516919,100702,2018/3/9,870,13,零食-坚果,56.5
321516920,100816,2018/3/9,1451,17,零食-饮料,89.55
321516921,100482,2018/3/9,944,9,家用-日化用品,56.2
321516922,100400,2018/3/9,1053,7,零食-坚果,59.65
321516923,100752,2018/3/9,968,18,生鲜-水果,66.4
321516924,100545,2018/3/9,656,7,家用-清洁用品,39.8
321516925,100405,2018/3/9,1097,9,家用-日化用品,63.85
321516926,100441,2018/3/9,462,6,生鲜-禽肉,29.1
321516927,100483,2018/3/9,1310,10,生鲜-水产,75.5
321516928,100553,2018/3/9,957,11,家用-个人护理,58.85
321516929,100979,2018/3/9,1059,19,生鲜-蔬菜,71.95
321516930,100600,2018/3/9,1085,3,生鲜-水产,57.25
321516931,100765,2018/3/9,1235,8,零食-饮料,69.75
321516932,100546,2018/3/9,1412,3,零食-方便食品,73.6
321516933,100516,2018/3/9,1489,3,零食-膨化食品,77.45
321516934,100652,2018/3/9,877,4,生鲜-水果,47.85
321516935,100626,2018/3/9,866,13,生鲜-水果,56.3
321516936,100874,2018/3/9,1552,1,零食-方便食品,78.6
321516937,100379,2018/3/9,901,9,家用-个人护理,54.05
321516938,100585,2018/3/9,318,1,生鲜-蔬菜,16.9
321516939,100440,2018/3/9,525,7,零食-坚果,33.25
321516940,100532,2018/3/9,1466,6,零食-方便食品,79.3
321516941,100405,2018/3/9,575,11,生鲜-蔬菜,39.75
321516942,100373,2018/3/9,1033,13,零食-饮料,64.65
321516943,100387,2018/3/9,891,19,家用-个人护理,63.55
321516944,100973,2018/3/9,1246,15,家用-清洁用品,77.3
321516945,100778,2018/3/9,1075,2,零食-方便食品,55.75
321516946,100596,2018/3/9,1107,12,零食-方便食品,67.35
321516947,100671,2018/3/9,1287,11,零食-膨化食品,75.35
321516948,100966,2018/3/9,1090,16,生鲜-水果,70.5
321516949,100563,2018/3/9,990,19,生鲜-水果,68.5
321516950,100894,2018/3/9,1530,12,零食-饮料,88.5
321516951,100574,2018/3/9,1138,8,零食-坚果,64.9
321516952,100978,2018/3/9,444,12,家用-日化用品,34.2
321516953,100584,2018/3/9,1835,5,生鲜-水产,96.75
321516954,100540,2018/3/9,831,6,生鲜-水果,47.55
321516955,100941,2018/3/9,1351,11,家用-日化用品,78.55
321516956,100543,2018/3/9,893,12,家用-个人护理,56.65
321516957,100441,2018/3/9,1323,15,生鲜-蔬菜,81.15
321516958,100391,2018/3/9,1016,17,家用-日化用品,67.8
321516959,100821,2018/3/9,593,8,生鲜-禽肉,37.65
321516960,100741,2018/3/9,829,12,生鲜-禽肉,53.45
321516961,100854,2018/3/9,441,11,生鲜-蔬菜,33.05
321516962,100369,2018/3/9,1100,9,生鲜-水产,64
321516963,100447,2018/3/10,799,7,家用-日化用品,46.95
321516964,100499,2018/3/10,960,10,零食-膨化食品,58
321516965,100506,2018/3/10,897,1,零食-坚果,45.85
321516966,100454,2018/3/10,699,8,家用-清洁用品,42.95
321516967,100423,2018/3/10,1319,10,零食-膨化食品,75.95
321516968,100546,2018/3/10,1543,17,生鲜-蔬菜,94.15
321516969,100598,2018/3/10,710,7,零食-膨化食品,42.5
321516970,100649,2018/3/10,1226,20,生鲜-蔬菜,81.3
321516971,100826,2018/3/10,1133,21,家用-个人护理,77.65
321516972,100567,2018/3/10,1011,13,生鲜-水果,63.55
321516973,100738,2018/3/10,1218,10,零食-方便食品,70.9
321516974,100998,2018/3/10,1019,9,生鲜-禽肉,59.95
321516975,100527,2018/3/10,1196,5,零食-饮料,64.8
321516976,100946,2018/3/10,1267,8,生鲜-水产,71.35
321516977,100536,2018/3/10,983,12,家用-清洁用品,61.15
321516978,100848,2018/3/10,1422,17,生鲜-水果,88.1
321516979,100515,2018/3/10,444,10,零食-方便食品,32.2
321516980,100804,2018/3/10,842,10,零食-饮料,52.1
321516981,100438,2018/3/10,746,11,零食-饮料,48.3
321516982,100813,2018/3/10,1161,10,生鲜-蔬菜,68.05
321516983,100759,2018/3/10,731,5,生鲜-水产,41.55
321516984,100498,2018/3/10,287,3,零食-饮料,17.35
321516985,100706,2018/3/10,1102,17,生鲜-水果,72.1
321516986,100554,2018/3/10,562,7,零食-方便食品,35.1
321516987,100480,2018/3/10,1264,10,零食-方便食品,73.2
321516988,100508,2018/3/10,1078,5,家用-清洁用品,58.9
321516989,100802,2018/3/10,1219,2,家用-清洁用品,62.95
321516990,100365,2018/3/10,828,6,家用-个人护理,47.4
321516991,100467,2018/3/10,998,11,零食-饮料,60.9
321516992,100759,2018/3/10,1198,15,零食-坚果,74.9
321516993,100504,2018/3/10,913,13,家用-清洁用品,58.65
321516994,100576,2018/3/10,914,14,家用-日化用品,59.7
321516995,100387,2018/3/10,535,1,家用-日化用品,27.75
321516996,100804,2018/3/10,1460,4,家用-日化用品,77
321516997,100557,2018/3/10,1273,5,家用-清洁用品,68.65
321516998,100419,2018/3/10,998,19,家用-日化用品,68.9
321516999,100954,2018/3/10,1028,6,零食-膨化食品,57.4
321517000,100818,2018/3/10,784,16,零食-饮料,55.2
321517001,100358,2018/3/10,607,11,家用-清洁用品,41.35
321517002,100350,2018/3/10,911,16,家用-个人护理,61.55
321517003,100443,2018/3/10,779,8,零食-饮料,46.95
321517004,100581,2018/3/10,1139,8,生鲜-蔬菜,64.95
321517005,100614,2018/3/10,814,13,零食-坚果,53.7
321517006,100593,2018/3/10,506,4,生鲜-蔬菜,29.3
321517007,101001,2018/3/10,809,12,零食-饮料,52.45
321517008,100758,2018/3/10,1119,10,零食-方便食品,65.95
321517009,100638,2018/3/10,809,8,家用-清洁用品,48.45
321517010,100462,2018/3/10,1347,4,家用-日化用品,71.35
321517011,100946,2018/3/10,965,9,家用-清洁用品,57.25
321517012,100972,2018/3/10,1248,3,零食-方便食品,65.4
321517013,100430,2018/3/10,1320,11,零食-坚果,77
321517014,100471,2018/3/10,692,11,家用-日化用品,45.6
321517015,100358,2018/3/10,645,7,生鲜-水产,39.25
321517016,100885,2018/3/10,1094,14,家用-清洁用品,68.7
321517017,100728,2018/3/10,824,3,零食-膨化食品,44.2
321517018,100980,2018/3/10,543,13,零食-坚果,40.15
321517019,100713,2018/3/10,920,1,零食-坚果,47
321517020,100566,2018/3/10,1254,5,生鲜-蔬菜,67.7
321517021,101001,2018/3/10,1091,15,零食-方便食品,69.55
321517022,100687,2018/3/10,1056,12,零食-方便食品,64.8
321517023,100814,2018/3/10,1011,5,家用-日化用品,55.55
321517024,100724,2018/3/10,892,1,零食-坚果,45.6
321517025,100489,2018/3/10,1336,7,生鲜-水产,73.8
321517026,100605,2018/3/10,1272,1,生鲜-水产,64.6
321517027,100814,2018/3/10,1176,15,生鲜-水果,73.8
321517028,100934,2018/3/10,1469,5,生鲜-水产,78.45
321517029,100871,2018/3/10,977,11,生鲜-水产,59.85
321517030,100986,2018/3/10,1212,10,家用-日化用品,70.6
321517031,100831,2018/3/10,736,9,零食-方便食品,45.8
321517032,100907,2018/3/10,1007,3,零食-膨化食品,53.35
321517033,100778,2018/3/11,876,7,家用-清洁用品,50.8
321517034,100490,2018/3/11,744,14,家用-个人护理,51.2
321517035,100964,2018/3/11,1008,3,生鲜-蔬菜,53.4
321517036,100895,2018/3/11,1403,5,家用-日化用品,75.15
321517037,100730,2018/3/11,1165,8,零食-坚果,66.25
321517038,100633,2018/3/11,531,19,家用-清洁用品,45.55
321517039,100638,2018/3/11,1116,10,生鲜-蔬菜,65.8
321517040,100509,2018/3/11,473,1,生鲜-水产,24.65
321517041,100595,2018/3/11,916,5,生鲜-水果,50.8
321517042,100752,2018/3/11,1217,7,零食-坚果,67.85
321517043,100571,2018/3/11,981,1,生鲜-水产,50.05
321517044,100462,2018/3/11,1006,19,生鲜-水果,69.3
321517045,100721,2018/3/11,1323,19,生鲜-蔬菜,85.15
321517046,100882,2018/3/11,1493,2,生鲜-水产,76.65
321517047,100771,2018/3/11,1003,14,零食-坚果,64.15
321517048,100856,2018/3/11,316,4,零食-膨化食品,19.8
321517049,100946,2018/3/11,1019,7,生鲜-禽肉,57.95
321517050,100590,2018/3/11,552,10,零食-饮料,37.6
321517051,100662,2018/3/11,1381,2,零食-膨化食品,71.05
321517052,100401,2018/3/11,689,6,零食-方便食品,40.45
321517053,100848,2018/3/11,1238,6,生鲜-水果,67.9
321517054,100497,2018/3/11,926,10,生鲜-蔬菜,56.3
321517055,100870,2018/3/11,1401,10,生鲜-水果,80.05
321517056,100424,2018/3/11,1071,9,家用-个人护理,62.55
321517057,100653,2018/3/11,1249,1,家用-个人护理,63.45
321517058,100806,2018/3/11,1266,7,零食-膨化食品,70.3
321517059,100868,2018/3/11,1202,5,零食-方便食品,65.1
321517060,100749,2018/3/11,1300,13,生鲜-禽肉,78
321517061,100860,2018/3/11,503,8,零食-坚果,33.15
321517062,100906,2018/3/11,650,12,生鲜-水果,44.5
321517063,100811,2018/3/11,1178,9,零食-饮料,67.9
321517064,100607,2018/3/11,1061,14,生鲜-蔬菜,67.05
321517065,100753,2018/3/11,428,8,零食-方便食品,29.4
321517066,100687,2018/3/11,1195,10,生鲜-水果,69.75
321517067,100884,2018/3/11,1081,17,零食-膨化食品,71.05
321517068,100636,2018/3/11,919,13,零食-饮料,58.95
321517069,100377,2018/3/11,979,6,家用-日化用品,54.95
321517070,100782,2018/3/11,512,4,生鲜-禽肉,29.6
321517071,100985,2018/3/11,1600,9,生鲜-水果,89
321517072,100995,2018/3/11,1195,20,生鲜-水果,79.75
321517073,100696,2018/3/11,1803,12,生鲜-蔬菜,102.15
321517074,100598,2018/3/11,785,5,家用-日化用品,44.25
321517075,100570,2018/3/11,629,12,生鲜-禽肉,43.45
321517076,100605,2018/3/11,1134,5,生鲜-蔬菜,61.7
321517077,100970,2018/3/11,826,6,生鲜-水果,47.3
321517078,100768,2018/3/11,827,6,零食-饮料,47.35
321517079,101002,2018/3/11,714,11,家用-个人护理,46.7
321517080,101007,2018/3/11,1272,2,生鲜-水果,65.6
321517081,100948,2018/3/11,704,12,生鲜-蔬菜,47.2
321517082,100635,2018/3/11,690,1,生鲜-水产,35.5
321517083,100985,2018/3/11,1431,15,零食-膨化食品,86.55
321517084,100841,2018/3/11,1130,13,生鲜-水产,69.5
321517085,100814,2018/3/11,1029,11,零食-坚果,62.45
321517086,100411,2018/3/11,998,17,零食-膨化食品,66.9
321517087,100880,2018/3/11,615,2,生鲜-蔬菜,32.75
321517088,100914,2018/3/11,1205,10,零食-膨化食品,70.25
321517089,100986,2018/3/11,1437,12,生鲜-禽肉,83.85
321517090,100716,2018/3/11,1192,15,生鲜-水产,74.6
321517091,100541,2018/3/12,1366,4,生鲜-蔬菜,72.3
321517092,100357,2018/3/12,596,4,生鲜-水果,33.8
321517093,100469,2018/3/12,898,10,生鲜-蔬菜,54.9
321517094,100765,2018/3/12,1609,10,生鲜-水果,90.45
321517095,100736,2018/3/12,513,7,家用-个人护理,32.65
321517096,100477,2018/3/12,176,11,生鲜-蔬菜,19.8
321517097,100899,2018/3/12,991,1,家用-清洁用品,50.55
321517098,100561,2018/3/12,1095,5,零食-坚果,59.75
321517099,100622,2018/3/12,1119,12,零食-方便食品,67.95
321517100,100657,2018/3/12,1003,16,生鲜-蔬菜,66.15
321517101,100520,2018/3/12,1512,7,家用-个人护理,82.6
321517102,100582,2018/3/12,936,4,生鲜-水产,50.8
321517103,100540,2018/3/12,1349,1,零食-膨化食品,68.45
321517104,100483,2018/3/12,809,5,家用-个人护理,45.45
321517105,100527,2018/3/12,647,9,生鲜-禽肉,41.35
321517106,100546,2018/3/12,1189,8,家用-个人护理,67.45
321517107,100375,2018/3/12,733,15,零食-饮料,51.65
321517108,100511,2018/3/12,1404,12,生鲜-水果,82.2
321517109,100518,2018/3/12,930,3,生鲜-蔬菜,49.5
321517110,100526,2018/3/12,1123,2,家用-清洁用品,58.15
321517111,100347,2018/3/12,1479,11,家用-个人护理,84.95
321517112,100464,2018/3/12,410,17,生鲜-蔬菜,37.5
321517113,100547,2018/3/12,776,17,家用-清洁用品,55.8
321517114,100598,2018/3/12,814,7,零食-坚果,47.7
321517115,100688,2018/3/12,889,17,零食-坚果,61.45
321517116,100433,2018/3/12,675,5,零食-饮料,38.75
321517117,100735,2018/3/12,581,11,零食-坚果,40.05
321517118,100797,2018/3/12,511,9,零食-方便食品,34.55
321517119,100851,2018/3/12,1739,8,零食-坚果,94.95
321517120,100955,2018/3/12,1127,12,生鲜-禽肉,68.35
321517121,100692,2018/3/12,1535,8,生鲜-禽肉,84.75
321517122,100576,2018/3/12,1235,13,零食-膨化食品,74.75
321517123,100410,2018/3/12,1568,11,生鲜-蔬菜,89.4
321517124,100561,2018/3/12,1252,25,零食-坚果,87.6
321517125,100374,2018/3/12,1151,11,家用-个人护理,68.55
321517126,100356,2018/3/12,845,7,生鲜-水产,49.25
321517127,100417,2018/3/12,1300,7,生鲜-水产,72
321517128,100393,2018/3/12,1187,15,零食-方便食品,74.35
321517129,100719,2018/3/12,1246,8,家用-日化用品,70.3
321517130,100783,2018/3/12,1115,11,零食-膨化食品,66.75
321517131,100653,2018/3/12,1308,16,家用-日化用品,81.4
321517132,100393,2018/3/12,1161,5,零食-饮料,63.05
321517133,100395,2018/3/12,740,4,零食-饮料,41
321517134,100514,2018/3/12,900,4,生鲜-水果,49
321517135,100542,2018/3/12,942,12,家用-清洁用品,59.1
321517136,100489,2018/3/12,1154,9,零食-膨化食品,66.7
321517137,100392,2018/3/12,929,7,零食-饮料,53.45
321517138,100745,2018/3/12,1203,16,零食-方便食品,76.15
321517139,100673,2018/3/12,756,2,生鲜-水果,39.8
321517140,100690,2018/3/12,883,3,零食-膨化食品,47.15
321517141,100438,2018/3/12,1498,17,家用-个人护理,91.9
321517142,100521,2018/3/12,857,6,生鲜-禽肉,48.85
321517143,100947,2018/3/12,1216,11,家用-日化用品,71.8
321517144,100844,2018/3/12,477,13,家用-个人护理,36.85
321517145,100524,2018/3/12,803,15,生鲜-蔬菜,55.15
321517146,100725,2018/3/12,619,11,家用-清洁用品,41.95
321517147,100720,2018/3/12,992,2,零食-方便食品,51.6
321517148,100903,2018/3/12,932,14,零食-膨化食品,60.6
321517149,100923,2018/3/12,820,14,家用-日化用品,55
321517150,100486,2018/3/12,1387,13,零食-坚果,82.35
321517151,100813,2018/3/12,1349,9,零食-坚果,76.45
321517152,100656,2018/3/12,1088,9,生鲜-禽肉,63.4
321517153,100923,2018/3/12,1222,6,家用-个人护理,67.1
321517154,100448,2018/3/12,1139,6,零食-方便食品,62.95
321517155,100564,2018/3/12,588,14,零食-坚果,43.4
321517156,100376,2018/3/12,1033,13,零食-方便食品,64.65
321517157,100830,2018/3/13,696,16,生鲜-蔬菜,50.8
321517158,100380,2018/3/13,1323,1,家用-日化用品,67.15
321517159,100376,2018/3/13,1504,14,生鲜-水产,89.2
321517160,100798,2018/3/13,1032,8,零食-膨化食品,59.6
321517161,100881,2018/3/13,900,13,零食-膨化食品,58
321517162,100812,2018/3/13,456,4,零食-坚果,26.8
321517163,100625,2018/3/13,901,7,生鲜-水果,52.05
321517164,100908,2018/3/13,1232,18,家用-个人护理,79.6
321517165,100675,2018/3/13,947,5,生鲜-禽肉,52.35
321517166,100958,2018/3/13,888,5,零食-方便食品,49.4
321517167,100373,2018/3/13,956,9,零食-方便食品,56.8
321517168,100678,2018/3/13,1515,6,零食-坚果,81.75
321517169,100915,2018/3/13,1568,10,家用-清洁用品,88.4
321517170,100785,2018/3/13,1176,17,生鲜-水产,75.8
321517171,100501,2018/3/13,939,16,零食-膨化食品,62.95
321517172,100490,2018/3/13,1514,4,生鲜-蔬菜,79.7
321517173,100684,2018/3/13,98,13,零食-方便食品,17.9
321517174,100904,2018/3/13,983,16,生鲜-禽肉,65.15
321517175,100726,2018/3/13,1009,6,零食-饮料,56.45
321517176,100379,2018/3/13,1240,12,生鲜-禽肉,74
321517177,100378,2018/3/13,877,16,生鲜-蔬菜,59.85
321517178,100429,2018/3/13,612,14,零食-坚果,44.6
321517179,100673,2018/3/13,1263,14,生鲜-蔬菜,77.15
321517180,100763,2018/3/13,1091,4,家用-个人护理,58.55
321517181,100853,2018/3/13,592,9,家用-日化用品,38.6
321517182,100616,2018/3/13,865,12,家用-个人护理,55.25
321517183,100979,2018/3/13,1071,6,家用-个人护理,59.55
321517184,101005,2018/3/13,1057,2,生鲜-禽肉,54.85
321517185,100449,2018/3/13,842,5,生鲜-禽肉,47.1
321517186,100810,2018/3/13,1366,3,零食-方便食品,71.3
321517187,100712,2018/3/13,1288,22,零食-膨化食品,86.4
321517188,100373,2018/3/13,857,8,零食-坚果,50.85
321517189,100667,2018/3/13,1410,7,生鲜-水果,77.5
321517190,100605,2018/3/13,1075,7,生鲜-水产,60.75
321517191,100584,2018/3/13,829,10,生鲜-水果,51.45
321517192,100719,2018/3/13,839,11,生鲜-水产,52.95
321517193,100741,2018/3/13,940,12,生鲜-水产,59
321517194,101007,2018/3/13,794,6,家用-日化用品,45.7
321517195,100946,2018/3/13,1003,8,零食-方便食品,58.15
321517196,100384,2018/3/13,840,6,零食-膨化食品,48
321517197,100949,2018/3/13,1274,13,家用-清洁用品,76.7
321517198,100982,2018/3/13,816,10,家用-个人护理,50.8
321517199,100501,2018/3/13,688,24,生鲜-蔬菜,58.4
321517200,100737,2018/3/13,831,14,家用-日化用品,55.55
321517201,100961,2018/3/13,922,3,零食-坚果,49.1
321517202,100546,2018/3/13,506,13,家用-清洁用品,38.3
321517203,100885,2018/3/13,948,1,生鲜-蔬菜,48.4
321517204,100783,2018/3/13,1057,12,生鲜-水产,64.85
321517205,100787,2018/3/13,1406,13,生鲜-水果,83.3
321517206,100983,2018/3/13,838,18,零食-坚果,59.9
321517207,100424,2018/3/13,1043,18,生鲜-水产,70.15
321517208,100703,2018/3/13,1277,17,生鲜-水产,80.85
321517209,100723,2018/3/13,1015,22,零食-坚果,72.75
321517210,100831,2018/3/13,909,19,家用-个人护理,64.45
321517211,100663,2018/3/13,1072,9,家用-清洁用品,62.6
321517212,100513,2018/3/13,1718,4,零食-坚果,89.9
321517213,100467,2018/3/13,1059,3,生鲜-水果,55.95
321517214,100740,2018/3/13,700,10,零食-饮料,45
321517215,100976,2018/3/13,1526,5,生鲜-蔬菜,81.3
321517216,100427,2018/3/13,1120,7,零食-膨化食品,63
321517217,100381,2018/3/13,1452,7,零食-坚果,79.6
321517218,100621,2018/3/14,1066,2,生鲜-禽肉,55.3
321517219,100657,2018/3/14,1385,4,零食-方便食品,73.25
321517220,100773,2018/3/14,890,11,零食-坚果,55.5
321517221,100857,2018/3/14,1170,2,零食-坚果,60.5
321517222,100367,2018/3/14,1450,12,家用-清洁用品,84.5
321517223,100658,2018/3/14,1241,8,家用-日化用品,70.05
321517224,100374,2018/3/14,654,11,零食-饮料,43.7
321517225,100830,2018/3/14,836,5,家用-个人护理,46.8
321517226,100934,2018/3/14,810,13,生鲜-水产,53.5
321517227,100558,2018/3/14,1360,8,零食-坚果,76
321517228,100797,2018/3/14,894,7,生鲜-水产,51.7
321517229,100860,2018/3/14,1321,5,家用-清洁用品,71.05
321517230,100577,2018/3/14,814,13,零食-膨化食品,53.7
321517231,100788,2018/3/14,963,8,生鲜-水果,56.15
321517232,100410,2018/3/14,1029,14,生鲜-禽肉,65.45
321517233,100452,2018/3/14,1108,12,零食-膨化食品,67.4
321517234,100836,2018/3/14,1004,12,家用-个人护理,62.2
321517235,100771,2018/3/14,847,5,家用-清洁用品,47.35
321517236,100942,2018/3/14,1378,9,家用-个人护理,77.9
321517237,100945,2018/3/14,1623,6,零食-坚果,87.15
321517238,100721,2018/3/14,875,6,家用-清洁用品,49.75
321517239,100695,2018/3/14,1062,5,生鲜-水果,58.1
321517240,100427,2018/3/14,1232,5,零食-饮料,66.6
321517241,100740,2018/3/14,560,7,生鲜-水果,35
321517242,100416,2018/3/14,978,7,家用-日化用品,55.9
321517243,100360,2018/3/14,562,12,生鲜-蔬菜,40.1
321517244,100985,2018/3/14,933,1,家用-个人护理,47.65
321517245,100776,2018/3/14,1076,2,零食-膨化食品,55.8
321517246,100714,2018/3/14,836,11,家用-清洁用品,52.8
321517247,100894,2018/3/14,941,11,家用-个人护理,58.05
321517248,100729,2018/3/14,583,8,家用-日化用品,37.15
321517249,100889,2018/3/14,389,8,零食-坚果,27.45
321517250,100712,2018/3/14,454,17,零食-饮料,39.7
321517251,100562,2018/3/14,1099,6,零食-坚果,60.95
321517252,100881,2018/3/14,477,7,生鲜-水果,30.85
321517253,100567,2018/3/14,1299,21,生鲜-蔬菜,85.95
321517254,100402,2018/3/14,877,18,家用-日化用品,61.85
321517255,100997,2018/3/14,755,4,零食-膨化食品,41.75
321517256,100536,2018/3/14,858,12,家用-日化用品,54.9
321517257,100809,2018/3/14,770,9,家用-清洁用品,47.5
321517258,100856,2018/3/14,765,8,零食-方便食品,46.25
321517259,100384,2018/3/14,712,12,零食-方便食品,47.6
321517260,100650,2018/3/14,1129,8,零食-膨化食品,64.45
321517261,100577,2018/3/14,1567,5,家用-个人护理,83.35
321517262,100705,2018/3/14,1041,11,生鲜-水产,63.05
321517263,100657,2018/3/14,767,13,家用-日化用品,51.35
321517264,100971,2018/3/14,1125,8,家用-日化用品,64.25
321517265,100674,2018/3/14,479,6,生鲜-禽肉,29.95
321517266,100372,2018/3/14,888,7,生鲜-蔬菜,51.4
321517267,100777,2018/3/14,930,9,家用-个人护理,55.5
321517268,101003,2018/3/14,692,10,零食-方便食品,44.6
321517269,100791,2018/3/14,998,18,家用-日化用品,67.9
321517270,100430,2018/3/14,1338,1,生鲜-水果,67.9
321517271,100707,2018/3/14,701,13,家用-清洁用品,48.05
321517272,100899,2018/3/14,139,11,生鲜-水果,17.95
321517273,100354,2018/3/14,956,6,家用-清洁用品,53.8
321517274,100548,2018/3/14,1058,15,生鲜-蔬菜,67.9
321517275,100401,2018/3/15,867,16,家用-日化用品,59.35
321517276,100798,2018/3/15,961,10,家用-清洁用品,58.05
321517277,100734,2018/3/15,578,11,生鲜-水果,39.9
321517278,100414,2018/3/15,635,4,零食-方便食品,35.75
321517279,100468,2018/3/15,728,9,家用-个人护理,45.4
321517280,100735,2018/3/15,1251,16,家用-日化用品,78.55
321517281,100832,2018/3/15,980,9,生鲜-水果,58
321517282,100590,2018/3/15,858,1,生鲜-禽肉,43.9
321517283,100919,2018/3/15,815,12,家用-日化用品,52.75
321517284,100995,2018/3/15,1241,5,生鲜-水产,67.05
321517285,100820,2018/3/15,1074,18,零食-方便食品,71.7
321517286,100972,2018/3/15,814,17,零食-膨化食品,57.7
321517287,100586,2018/3/15,532,1,家用-日化用品,27.6
321517288,100774,2018/3/15,726,14,零食-饮料,50.3
321517289,100904,2018/3/15,822,10,生鲜-禽肉,51.1
321517290,100545,2018/3/15,787,13,零食-方便食品,52.35
321517291,100468,2018/3/15,468,10,零食-饮料,33.4
321517292,100422,2018/3/15,982,1,生鲜-水产,50.1
321517293,100773,2018/3/15,1721,3,生鲜-水果,89.05
321517294,100716,2018/3/15,1380,3,零食-方便食品,72
321517295,100737,2018/3/15,1245,5,家用-个人护理,67.25
321517296,100396,2018/3/15,513,11,家用-个人护理,36.65
321517297,100449,2018/3/15,755,15,零食-方便食品,52.75
321517298,101003,2018/3/15,1354,13,家用-日化用品,80.7
321517299,100419,2018/3/15,1348,8,零食-坚果,75.4
321517300,100422,2018/3/15,1206,12,零食-膨化食品,72.3
321517301,100689,2018/3/15,1287,9,生鲜-水产,73.35
321517302,100639,2018/3/15,1338,20,生鲜-蔬菜,86.9
321517303,100505,2018/3/15,1127,19,生鲜-蔬菜,75.35
321517304,100458,2018/3/15,1337,10,生鲜-蔬菜,76.85
321517305,100973,2018/3/15,947,18,生鲜-蔬菜,65.35
321517306,100701,2018/3/15,673,1,零食-膨化食品,34.65
321517307,100624,2018/3/15,882,5,生鲜-水产,49.1
321517308,100965,2018/3/15,1572,2,零食-膨化食品,80.6
321517309,100749,2018/3/15,1211,4,零食-饮料,64.55
321517310,100650,2018/3/15,592,9,零食-饮料,38.6
321517311,100546,2018/3/15,1463,12,生鲜-蔬菜,85.15
321517312,100684,2018/3/15,1517,9,家用-清洁用品,84.85
321517313,100867,2018/3/15,1269,8,零食-方便食品,71.45
321517314,100709,2018/3/15,1199,1,零食-方便食品,60.95
321517315,100702,2018/3/15,1432,13,零食-坚果,84.6
321517316,100864,2018/3/15,1652,9,零食-饮料,91.6
321517317,100508,2018/3/15,741,10,家用-日化用品,47.05
321517318,100763,2018/3/15,539,11,生鲜-水产,37.95
321517319,100458,2018/3/15,1295,17,生鲜-水果,81.75
321517320,100751,2018/3/15,1109,15,零食-方便食品,70.45
321517321,100624,2018/3/15,1315,3,零食-膨化食品,68.75
321517322,100951,2018/3/15,903,4,家用-清洁用品,49.15
321517323,100988,2018/3/15,1244,13,生鲜-禽肉,75.2
321517324,100462,2018/3/15,1152,21,生鲜-禽肉,78.6
321517325,100849,2018/3/15,1123,11,生鲜-水产,67.15
321517326,100611,2018/3/15,696,8,生鲜-禽肉,42.8
321517327,100369,2018/3/15,1004,18,家用-清洁用品,68.2
321517328,100767,2018/3/15,908,15,生鲜-禽肉,60.4
321517329,100938,2018/3/15,1085,11,零食-方便食品,65.25
321517330,100576,2018/3/15,317,10,家用-清洁用品,25.85
321517331,100998,2018/3/15,799,18,零食-方便食品,57.95
